order_id,Customer_ID,Product_id,total_quantity,Date_purchased,total_sales
TXN000966,CUST0082,PROD0020,3,2024-11-26,645.00
TXN000967,CUST0466,PROD0023,2,2025-03-05,484.64
TXN000968,CUST0191,PROD0008,2,2024-10-10,216.46
TXN000969,CUST0178,PROD0050,2,2024-05-06,413.36
TXN000970,CUST0157,PROD0043,3,2025-03-15,443.70
TXN000971,CUST0458,PROD0040,1,2024-07-24,113.60
TXN000972,CUST0260,PROD0040,2,2024-08-24,227.20
TXN000973,CUST0016,PROD0041,1,2024-04-21,142.15
TXN000974,CUST0103,PROD0047,4,2024-09-12,90.96
TXN000975,CUST0492,PROD0004,1,2025-03-10,189.46
TXN000976,CUST0045,PROD0047,4,2024-08-26,90.96
TXN000977,CUST0106,PROD0033,2,2024-06-21,473.60
TXN000978,CUST0011,PROD0046,1,2024-08-27,182.74
TXN000979,CUST0132,PROD0015,4,2024-08-16,157.52
TXN000980,CUST0188,PROD0004,1,2024-05-26,189.46
TXN000981,CUST0476,PROD0005,2,2024-10-22,558.52
TXN000982,CUST0164,PROD0039,3,2024-10-21,662.70
TXN000983,CUST0438,PROD0006,4,2024-07-14,868.16
TXN000984,CUST0382,PROD0027,2,2024-11-19,359.50
TXN000985,CUST0335,PROD0008,3,2025-01-21,324.69
TXN000986,CUST0493,PROD0010,1,2024-11-05,167.32
TXN000987,CUST0237,PROD0038,1,2024-07-27,243.25
TXN000988,CUST0085,PROD0004,3,2024-05-12,568.38
TXN000989,CUST0020,PROD0032,2,2024-06-29,436.32
TXN000990,CUST0452,PROD0031,3,2024-09-14,635.49
TXN000991,CUST0002,PROD0011,2,2025-03-13,567.14
TXN000992,CUST0275,PROD0022,2,2025-01-01,534.98
TXN000993,CUST0172,PROD0028,1,2025-01-26,104.76
TXN000994,CUST0257,PROD0031,3,2024-08-02,635.49
TXN000995,CUST0435,PROD0015,2,2024-12-05,78.76
TXN000996,CUST0321,PROD0046,4,2024-11-26,730.96
TXN000997,CUST0223,PROD0014,4,2024-11-18,111.84
TXN000998,CUST0026,PROD0015,1,2024-12-24,39.38
TXN000999,CUST0420,PROD0028,3,2024-12-28,314.28
TXN001000,CUST0324,PROD0009,3,2024-12-05,623.19
TXN001001,CUST0316,PROD0046,1,2024-10-12,182.74
TXN001002,CUST0123,PROD0043,1,2025-01-26,147.90
TXN001003,CUST0410,PROD0017,4,2024-07-07,543.96
TXN001004,CUST0476,PROD0011,1,2024-04-20,283.57
TXN001005,CUST0341,PROD0007,2,2024-08-11,420.06
TXN001006,CUST0166,PROD0005,3,2024-05-08,837.78
TXN001007,CUST0043,PROD0028,2,2024-11-29,209.52
TXN001008,CUST0433,PROD0048,1,2024-05-23,220.21
TXN001009,CUST0345,PROD0003,4,2025-01-04,326.64
TXN001010,CUST0185,PROD0049,4,2025-03-09,160.68
TXN001011,CUST0256,PROD0015,1,2024-07-29,39.38
TXN001012,CUST0264,PROD0021,1,2024-09-15,136.85
TXN001013,CUST0461,PROD0024,3,2024-07-10,814.47
TXN001014,CUST0487,PROD0027,4,2024-12-21,719.00
TXN001015,CUST0492,PROD0019,2,2025-01-17,497.92
TXN001016,CUST0111,PROD0010,4,2024-08-21,669.28
TXN001017,CUST0093,PROD0014,4,2024-04-24,111.84
TXN001018,CUST0303,PROD0047,2,2024-07-14,45.48
TXN001019,CUST0374,PROD0041,4,2024-12-05,568.60
TXN001020,CUST0465,PROD0030,4,2024-12-03,359.16
TXN001021,CUST0338,PROD0024,4,2025-01-24,1085.96
TXN001022,CUST0036,PROD0027,4,2024-08-04,719.00
TXN001023,CUST0458,PROD0015,3,2025-01-21,118.14
TXN001024,CUST0438,PROD0032,4,2025-02-13,872.64
TXN001025,CUST0101,PROD0041,2,2024-11-23,284.30
TXN001026,CUST0359,PROD0033,4,2024-12-24,947.20
TXN001027,CUST0445,PROD0016,3,2024-11-19,290.91
TXN001028,CUST0092,PROD0026,1,2024-09-21,26.88
TXN001029,CUST0415,PROD0035,4,2024-07-24,1067.68
TXN001030,CUST0336,PROD0041,4,2025-03-16,568.60
TXN001031,CUST0467,PROD0002,1,2024-11-10,25.21
TXN001032,CUST0392,PROD0001,4,2024-11-02,917.96
TXN001033,CUST0026,PROD0028,3,2024-07-19,314.28
TXN001034,CUST0491,PROD0023,3,2025-03-13,726.96
TXN001035,CUST0463,PROD0018,2,2024-11-17,159.08
TXN001036,CUST0149,PROD0048,4,2024-12-17,880.84
TXN001037,CUST0210,PROD0039,1,2024-06-12,220.90
TXN001038,CUST0313,PROD0006,4,2024-12-13,868.16
TXN001039,CUST0048,PROD0002,2,2025-02-24,50.42
TXN001040,CUST0196,PROD0005,4,2024-11-08,1117.04
TXN001041,CUST0009,PROD0039,2,2025-01-31,441.80
TXN001042,CUST0490,PROD0033,1,2024-09-22,236.80
TXN001043,CUST0308,PROD0032,4,2024-10-10,872.64
TXN001044,CUST0468,PROD0043,1,2024-06-05,147.90
TXN001045,CUST0345,PROD0047,3,2024-06-19,68.22
TXN001046,CUST0007,PROD0039,2,2024-05-13,441.80
TXN001047,CUST0015,PROD0036,3,2024-06-21,486.33
TXN001048,CUST0371,PROD0047,4,2024-07-01,90.96
TXN001049,CUST0489,PROD0016,3,2024-10-22,290.91
TXN001050,CUST0404,PROD0006,1,2024-11-11,217.04
TXN001051,CUST0100,PROD0028,1,2025-03-17,104.76
TXN001052,CUST0096,PROD0022,1,2024-10-28,267.49
TXN001053,CUST0103,PROD0025,2,2024-05-24,167.44
TXN001054,CUST0206,PROD0020,4,2025-04-08,860.00
TXN001055,CUST0400,PROD0003,1,2024-09-08,81.66
TXN001056,CUST0301,PROD0004,2,2024-09-26,378.92
TXN001057,CUST0206,PROD0003,2,2024-08-02,163.32
TXN001058,CUST0235,PROD0017,2,2025-01-07,271.98
TXN001059,CUST0399,PROD0027,2,2024-11-27,359.50
TXN001060,CUST0465,PROD0044,4,2024-08-06,993.60
TXN001061,CUST0107,PROD0034,3,2024-10-11,801.18
TXN001062,CUST0071,PROD0040,2,2024-06-15,227.20
TXN001063,CUST0437,PROD0003,3,2024-10-28,244.98
TXN001064,CUST0089,PROD0039,1,2024-11-12,220.90
TXN001065,CUST0196,PROD0038,1,2024-11-03,243.25
TXN001066,CUST0459,PROD0049,2,2024-06-06,80.34
TXN001067,CUST0132,PROD0026,3,2024-07-18,80.64
TXN001068,CUST0378,PROD0012,1,2024-11-17,299.55
TXN001069,CUST0364,PROD0029,3,2025-04-01,77.49
TXN001070,CUST0324,PROD0008,2,2025-02-02,216.46
TXN001071,CUST0145,PROD0044,2,2024-10-19,496.80
TXN001072,CUST0068,PROD0006,3,2024-08-11,651.12
TXN001073,CUST0081,PROD0050,4,2025-03-17,826.72
TXN001074,CUST0371,PROD0006,3,2025-03-29,651.12
TXN001075,CUST0038,PROD0043,2,2024-06-23,295.80
TXN001076,CUST0221,PROD0016,1,2024-11-05,96.97
TXN001077,CUST0161,PROD0043,1,2024-08-28,147.90
TXN001078,CUST0481,PROD0036,3,2024-04-27,486.33
TXN001079,CUST0405,PROD0047,3,2024-06-05,68.22
TXN001080,CUST0203,PROD0036,2,2024-10-02,324.22
TXN001081,CUST0221,PROD0040,2,2024-05-01,227.20
TXN001082,CUST0065,PROD0028,4,2024-09-06,419.04
TXN001083,CUST0308,PROD0030,3,2024-10-17,269.37
TXN001084,CUST0022,PROD0039,1,2024-10-11,220.90
TXN001085,CUST0441,PROD0025,1,2024-12-10,83.72
TXN001086,CUST0412,PROD0038,4,2024-12-06,973.00
TXN001087,CUST0288,PROD0034,2,2025-03-11,534.12
TXN001088,CUST0313,PROD0017,3,2024-05-19,407.97
TXN001089,CUST0324,PROD0048,3,2024-06-13,660.63
TXN001090,CUST0380,PROD0045,4,2024-09-20,178.12
TXN001091,CUST0439,PROD0018,3,2024-11-26,238.62
TXN001092,CUST0296,PROD0018,4,2025-02-27,318.16
TXN001093,CUST0422,PROD0033,2,2024-09-22,473.60
TXN001094,CUST0479,PROD0005,3,2024-08-24,837.78
TXN001095,CUST0034,PROD0033,1,2024-12-24,236.80
TXN001096,CUST0046,PROD0023,2,2024-10-28,484.64
TXN001097,CUST0492,PROD0001,3,2025-03-27,688.47
TXN001098,CUST0250,PROD0045,1,2025-01-14,44.53
TXN001099,CUST0079,PROD0045,4,2025-03-18,178.12
TXN001100,CUST0421,PROD0040,4,2024-06-02,454.40
TXN001101,CUST0302,PROD0007,4,2025-03-17,840.12
TXN001102,CUST0079,PROD0021,4,2025-01-26,547.40
TXN001103,CUST0465,PROD0026,2,2025-01-06,53.76
TXN001104,CUST0376,PROD0039,3,2024-08-29,662.70
TXN001105,CUST0351,PROD0037,2,2025-03-09,145.54
TXN001106,CUST0235,PROD0017,1,2024-10-23,135.99
TXN001107,CUST0043,PROD0047,4,2024-06-07,90.96
TXN001108,CUST0091,PROD0020,1,2025-03-26,215.00
TXN001109,CUST0377,PROD0044,3,2024-07-10,745.20
TXN001110,CUST0211,PROD0037,4,2024-06-03,291.08
TXN001111,CUST0383,PROD0012,2,2024-10-29,599.10
TXN001112,CUST0472,PROD0043,4,2024-04-22,591.60
TXN001113,CUST0218,PROD0049,3,2024-04-20,120.51
TXN001114,CUST0437,PROD0004,2,2024-12-21,378.92
TXN001115,CUST0426,PROD0005,2,2025-02-22,558.52
TXN001116,CUST0495,PROD0011,1,2024-06-10,283.57
TXN001117,CUST0197,PROD0025,2,2025-02-06,167.44
TXN001118,CUST0240,PROD0037,3,2025-02-16,218.31
TXN001119,CUST0093,PROD0031,2,2024-10-18,423.66
TXN001120,CUST0420,PROD0026,4,2024-11-18,107.52
TXN001121,CUST0044,PROD0047,3,2025-03-19,68.22
TXN001122,CUST0113,PROD0005,2,2024-05-18,558.52
TXN001123,CUST0008,PROD0046,3,2024-08-02,548.22
TXN001124,CUST0388,PROD0041,3,2024-10-21,426.45
TXN001125,CUST0474,PROD0025,1,2025-03-29,83.72
TXN001126,CUST0490,PROD0032,3,2025-04-01,654.48
TXN001127,CUST0213,PROD0016,2,2024-10-10,193.94
TXN001128,CUST0432,PROD0033,3,2025-01-14,710.40
TXN001129,CUST0370,PROD0001,4,2024-07-13,917.96
TXN001130,CUST0172,PROD0045,1,2024-09-26,44.53
TXN001131,CUST0026,PROD0017,1,2024-06-10,135.99
TXN001132,CUST0248,PROD0013,1,2024-07-22,126.50
TXN001133,CUST0201,PROD0043,2,2024-06-04,295.80
TXN001134,CUST0359,PROD0012,1,2024-10-09,299.55
TXN001135,CUST0006,PROD0004,1,2024-08-10,189.46
TXN001136,CUST0429,PROD0015,1,2024-09-05,39.38
TXN001137,CUST0426,PROD0034,4,2024-06-27,1068.24
TXN001138,CUST0471,PROD0016,3,2025-04-06,290.91
TXN001139,CUST0033,PROD0009,3,2025-01-10,623.19
TXN001140,CUST0167,PROD0014,2,2025-02-10,55.92
TXN001141,CUST0266,PROD0002,4,2025-01-12,100.84
TXN001142,CUST0272,PROD0010,3,2024-07-25,501.96
TXN001143,CUST0354,PROD0011,4,2024-04-18,1134.28
TXN001144,CUST0207,PROD0009,1,2024-08-29,207.73
TXN001145,CUST0334,PROD0032,4,2024-09-12,872.64
TXN001146,CUST0489,PROD0002,2,2024-09-30,50.42
TXN001147,CUST0245,PROD0038,2,2024-09-23,486.50
TXN001148,CUST0357,PROD0029,3,2025-02-20,77.49
TXN001149,CUST0097,PROD0044,1,2024-07-29,248.40
TXN001150,CUST0079,PROD0007,2,2025-01-07,420.06
TXN001151,CUST0019,PROD0003,3,2025-02-05,244.98
TXN001152,CUST0105,PROD0043,2,2024-08-17,295.80
TXN001153,CUST0137,PROD0004,1,2025-03-23,189.46
TXN001154,CUST0321,PROD0050,4,2024-06-15,826.72
TXN001155,CUST0394,PROD0024,3,2024-11-16,814.47
TXN001156,CUST0232,PROD0013,3,2024-09-13,379.50
TXN001157,CUST0302,PROD0017,4,2025-03-16,543.96
TXN001158,CUST0329,PROD0017,2,2024-11-09,271.98
TXN001159,CUST0037,PROD0019,4,2024-06-05,995.84
TXN001160,CUST0180,PROD0019,2,2024-10-05,497.92
TXN001161,CUST0363,PROD0047,4,2025-04-10,90.96
TXN001162,CUST0243,PROD0027,3,2025-01-09,539.25
TXN001163,CUST0042,PROD0041,1,2025-04-08,142.15
TXN001164,CUST0420,PROD0016,4,2024-10-09,387.88
TXN001165,CUST0223,PROD0039,2,2025-04-04,441.80
TXN001166,CUST0109,PROD0012,4,2024-07-14,1198.20
TXN001167,CUST0482,PROD0009,4,2025-03-29,830.92
TXN001168,CUST0158,PROD0020,1,2025-03-17,215.00
TXN001169,CUST0329,PROD0049,4,2025-02-10,160.68
TXN001170,CUST0399,PROD0043,2,2024-06-14,295.80
TXN001171,CUST0352,PROD0050,2,2024-04-30,413.36
TXN001172,CUST0304,PROD0022,4,2025-03-28,1069.96
TXN001173,CUST0357,PROD0037,4,2024-08-25,291.08
TXN001174,CUST0208,PROD0019,1,2024-10-04,248.96
TXN001175,CUST0225,PROD0049,2,2024-10-26,80.34
TXN001176,CUST0098,PROD0028,2,2024-06-04,209.52
TXN001177,CUST0155,PROD0012,4,2025-03-24,1198.20
TXN001178,CUST0289,PROD0028,2,2024-06-15,209.52
TXN001179,CUST0405,PROD0043,3,2024-04-30,443.70
TXN001180,CUST0113,PROD0005,3,2024-12-15,837.78
TXN001181,CUST0320,PROD0017,4,2024-06-03,543.96
TXN001182,CUST0179,PROD0013,3,2024-09-12,379.50
TXN001183,CUST0427,PROD0030,3,2024-04-17,269.37
TXN001184,CUST0196,PROD0030,3,2025-03-07,269.37
TXN001185,CUST0335,PROD0016,4,2024-09-15,387.88
TXN001186,CUST0352,PROD0023,1,2025-01-26,242.32
TXN001187,CUST0118,PROD0012,1,2024-12-19,299.55
TXN001188,CUST0263,PROD0015,4,2024-12-04,157.52
TXN001189,CUST0163,PROD0017,3,2024-11-24,407.97
TXN001190,CUST0363,PROD0038,4,2024-10-17,973.00
TXN001191,CUST0490,PROD0044,1,2024-05-01,248.40
TXN001192,CUST0467,PROD0007,2,2024-10-02,420.06
TXN001193,CUST0295,PROD0002,4,2025-02-18,100.84
TXN001194,CUST0120,PROD0043,2,2024-10-24,295.80
TXN001195,CUST0374,PROD0015,4,2024-05-12,157.52
TXN001196,CUST0097,PROD0016,1,2024-07-31,96.97
TXN001197,CUST0471,PROD0040,2,2024-09-06,227.20
TXN001198,CUST0104,PROD0022,1,2024-06-28,267.49
TXN001199,CUST0338,PROD0033,4,2024-06-28,947.20
TXN001200,CUST0016,PROD0013,4,2024-11-16,506.00
TXN001201,CUST0001,PROD0032,4,2024-11-06,872.64
TXN001202,CUST0435,PROD0036,2,2024-11-12,324.22
TXN001203,CUST0079,PROD0046,4,2024-10-02,730.96
TXN001204,CUST0156,PROD0037,4,2024-07-06,291.08
TXN001205,CUST0335,PROD0031,1,2024-05-19,211.83
TXN001206,CUST0276,PROD0009,4,2024-04-13,830.92
TXN001207,CUST0227,PROD0005,3,2024-12-08,837.78
TXN001208,CUST0433,PROD0018,4,2024-06-26,318.16
TXN001209,CUST0363,PROD0012,1,2025-01-13,299.55
TXN001210,CUST0379,PROD0002,3,2024-11-27,75.63
TXN001211,CUST0149,PROD0029,3,2025-03-03,77.49
TXN001212,CUST0124,PROD0001,2,2025-04-11,458.98
TXN001213,CUST0107,PROD0004,2,2024-12-06,378.92
TXN001214,CUST0183,PROD0006,1,2025-04-01,217.04
TXN001215,CUST0250,PROD0031,2,2024-07-15,423.66
TXN001216,CUST0336,PROD0039,1,2024-08-07,220.90
TXN001217,CUST0011,PROD0036,3,2024-08-19,486.33
TXN001218,CUST0294,PROD0031,1,2025-03-17,211.83
TXN001219,CUST0014,PROD0002,4,2025-01-31,100.84
TXN001220,CUST0043,PROD0018,4,2024-10-30,318.16
TXN001221,CUST0164,PROD0046,1,2025-03-05,182.74
TXN001222,CUST0391,PROD0048,3,2025-04-11,660.63
TXN001223,CUST0339,PROD0006,1,2025-01-04,217.04
TXN001224,CUST0307,PROD0019,3,2024-09-16,746.88
TXN001225,CUST0085,PROD0019,4,2024-12-31,995.84
TXN001226,CUST0319,PROD0027,3,2024-09-19,539.25
TXN001227,CUST0087,PROD0041,3,2025-02-08,426.45
TXN001228,CUST0173,PROD0003,1,2024-10-22,81.66
TXN001229,CUST0297,PROD0044,4,2024-05-14,993.60
TXN001230,CUST0143,PROD0001,2,2024-07-11,458.98
TXN001231,CUST0487,PROD0030,2,2024-08-15,179.58
TXN001232,CUST0042,PROD0029,1,2024-10-14,25.83
TXN001233,CUST0350,PROD0013,1,2025-03-11,126.50
TXN001234,CUST0266,PROD0011,4,2025-04-01,1134.28
TXN001235,CUST0247,PROD0015,4,2024-06-13,157.52
TXN001236,CUST0286,PROD0048,3,2024-10-28,660.63
TXN001237,CUST0213,PROD0028,3,2024-06-24,314.28
TXN001238,CUST0210,PROD0043,3,2025-02-26,443.70
TXN001239,CUST0256,PROD0020,4,2025-02-19,860.00
TXN001240,CUST0247,PROD0039,3,2024-09-15,662.70
TXN001241,CUST0046,PROD0046,3,2025-03-16,548.22
TXN001242,CUST0396,PROD0002,3,2025-03-18,75.63
TXN001243,CUST0446,PROD0013,1,2025-01-01,126.50
TXN001244,CUST0303,PROD0039,3,2024-04-15,662.70
TXN001245,CUST0346,PROD0009,3,2025-03-26,623.19
TXN001246,CUST0122,PROD0015,1,2025-02-21,39.38
TXN001247,CUST0122,PROD0025,3,2024-09-15,251.16
TXN001248,CUST0077,PROD0023,2,2025-02-01,484.64
TXN001249,CUST0289,PROD0042,1,2024-12-24,209.97
TXN001250,CUST0500,PROD0009,4,2024-08-20,830.92
TXN001251,CUST0023,PROD0028,3,2024-06-18,314.28
TXN001252,CUST0432,PROD0048,2,2024-09-25,440.42
TXN001253,CUST0170,PROD0030,4,2024-10-17,359.16
TXN001254,CUST0483,PROD0027,4,2024-10-19,719.00
TXN001255,CUST0239,PROD0022,3,2024-12-13,802.47
TXN001256,CUST0381,PROD0012,4,2024-08-20,1198.20
TXN001257,CUST0319,PROD0016,4,2024-05-09,387.88
TXN001258,CUST0315,PROD0020,3,2024-10-09,645.00
TXN001259,CUST0299,PROD0026,2,2024-05-20,53.76
TXN001260,CUST0038,PROD0022,1,2024-08-25,267.49
TXN001261,CUST0485,PROD0041,1,2024-11-01,142.15
TXN001262,CUST0394,PROD0012,4,2024-12-19,1198.20
TXN001263,CUST0300,PROD0008,1,2025-03-15,108.23
TXN001264,CUST0007,PROD0018,3,2025-03-06,238.62
TXN001265,CUST0407,PROD0011,4,2024-09-25,1134.28
TXN001266,CUST0273,PROD0041,1,2024-11-16,142.15
TXN001267,CUST0217,PROD0032,3,2024-07-22,654.48
TXN001268,CUST0413,PROD0044,3,2024-08-01,745.20
TXN001269,CUST0070,PROD0045,1,2024-08-13,44.53
TXN001270,CUST0486,PROD0040,2,2024-05-04,227.20
TXN001271,CUST0443,PROD0042,4,2025-03-14,839.88
TXN001272,CUST0364,PROD0043,3,2024-12-02,443.70
TXN001273,CUST0375,PROD0024,4,2024-07-25,1085.96
TXN001274,CUST0147,PROD0038,3,2024-09-08,729.75
TXN001275,CUST0425,PROD0043,4,2024-10-17,591.60
TXN001276,CUST0354,PROD0011,1,2024-11-07,283.57
TXN001277,CUST0483,PROD0021,4,2024-11-06,547.40
TXN001278,CUST0308,PROD0001,4,2024-10-15,917.96
TXN001279,CUST0320,PROD0023,4,2024-06-19,969.28
TXN001280,CUST0441,PROD0036,1,2024-11-28,162.11
TXN001281,CUST0271,PROD0048,1,2024-09-14,220.21
TXN001282,CUST0466,PROD0037,1,2024-07-04,72.77
TXN001283,CUST0324,PROD0004,4,2024-11-13,757.84
TXN001284,CUST0017,PROD0038,1,2025-01-03,243.25
TXN001285,CUST0483,PROD0014,2,2024-12-26,55.92
TXN001286,CUST0189,PROD0007,3,2025-03-04,630.09
TXN001287,CUST0165,PROD0026,4,2024-10-23,107.52
TXN001288,CUST0340,PROD0003,4,2024-05-01,326.64
TXN001289,CUST0068,PROD0035,1,2024-07-31,266.92
TXN001290,CUST0254,PROD0050,3,2025-02-03,620.04
TXN001291,CUST0236,PROD0044,2,2024-07-13,496.80
TXN001292,CUST0390,PROD0006,2,2024-08-17,434.08
TXN001293,CUST0239,PROD0021,4,2024-06-13,547.40
TXN001294,CUST0173,PROD0027,4,2025-02-12,719.00
TXN001295,CUST0162,PROD0030,1,2025-04-12,89.79
TXN001296,CUST0051,PROD0023,1,2024-10-08,242.32
TXN001297,CUST0128,PROD0001,2,2024-12-08,458.98
TXN001298,CUST0019,PROD0009,1,2025-02-27,207.73
TXN001299,CUST0051,PROD0024,3,2024-10-25,814.47
TXN001300,CUST0305,PROD0048,2,2024-07-19,440.42
TXN001301,CUST0130,PROD0010,2,2025-02-04,334.64
TXN001302,CUST0499,PROD0003,1,2024-05-04,81.66
TXN001303,CUST0175,PROD0008,4,2024-07-10,432.92
TXN001304,CUST0481,PROD0033,3,2024-08-09,710.40
TXN001305,CUST0382,PROD0030,3,2024-05-21,269.37
TXN001306,CUST0364,PROD0027,1,2024-06-20,179.75
TXN001307,CUST0285,PROD0017,3,2025-01-09,407.97
TXN001308,CUST0253,PROD0029,3,2024-10-25,77.49
TXN001309,CUST0264,PROD0043,2,2025-01-15,295.80
TXN001310,CUST0454,PROD0026,1,2024-08-10,26.88
TXN001311,CUST0287,PROD0049,2,2024-08-23,80.34
TXN001312,CUST0247,PROD0018,3,2024-05-22,238.62
TXN001313,CUST0446,PROD0007,2,2024-08-18,420.06
TXN001314,CUST0089,PROD0038,1,2024-06-07,243.25
TXN001315,CUST0407,PROD0015,3,2024-10-17,118.14
TXN001316,CUST0402,PROD0041,1,2025-02-21,142.15
TXN001317,CUST0379,PROD0031,3,2024-08-26,635.49
TXN001318,CUST0085,PROD0012,4,2024-10-15,1198.20
TXN001319,CUST0259,PROD0040,3,2024-11-12,340.80
TXN001320,CUST0296,PROD0038,3,2024-09-21,729.75
TXN001321,CUST0046,PROD0023,3,2024-05-03,726.96
TXN001322,CUST0110,PROD0023,1,2025-03-24,242.32
TXN001323,CUST0316,PROD0043,4,2024-09-28,591.60
TXN001324,CUST0012,PROD0032,4,2025-02-10,872.64
TXN001325,CUST0119,PROD0004,1,2024-09-06,189.46
TXN001326,CUST0077,PROD0013,2,2024-09-22,253.00
TXN001327,CUST0280,PROD0030,1,2024-05-24,89.79
TXN001328,CUST0200,PROD0018,3,2024-08-03,238.62
TXN001329,CUST0309,PROD0023,4,2025-03-17,969.28
TXN001330,CUST0056,PROD0011,2,2024-11-19,567.14
TXN001331,CUST0258,PROD0014,2,2024-08-11,55.92
TXN001332,CUST0314,PROD0040,2,2025-01-19,227.20
TXN001333,CUST0305,PROD0026,3,2024-08-11,80.64
TXN001334,CUST0339,PROD0049,4,2024-10-04,160.68
TXN001335,CUST0291,PROD0014,3,2025-01-03,83.88
TXN001336,CUST0160,PROD0034,4,2024-06-01,1068.24
TXN001337,CUST0264,PROD0004,3,2025-03-26,568.38
TXN001338,CUST0287,PROD0004,4,2024-12-29,757.84
TXN001339,CUST0096,PROD0015,2,2025-04-11,78.76
TXN001340,CUST0121,PROD0014,3,2024-10-06,83.88
TXN001341,CUST0348,PROD0046,2,2024-05-06,365.48
TXN001342,CUST0246,PROD0034,3,2025-02-07,801.18
TXN001343,CUST0457,PROD0033,1,2025-03-16,236.80
TXN001344,CUST0146,PROD0050,1,2025-01-06,206.68
TXN001345,CUST0180,PROD0048,2,2024-12-22,440.42
TXN001346,CUST0362,PROD0007,4,2025-01-29,840.12
TXN001347,CUST0292,PROD0018,4,2024-06-02,318.16
TXN001348,CUST0195,PROD0006,2,2024-10-02,434.08
TXN001349,CUST0073,PROD0040,4,2024-05-03,454.40
TXN001350,CUST0128,PROD0031,1,2024-10-12,211.83
TXN001351,CUST0365,PROD0004,3,2024-12-08,568.38
TXN001352,CUST0480,PROD0012,3,2024-10-19,898.65
TXN001353,CUST0364,PROD0033,1,2025-03-17,236.80
TXN001354,CUST0097,PROD0028,4,2025-03-02,419.04
TXN001355,CUST0069,PROD0004,4,2024-11-29,757.84
TXN001356,CUST0189,PROD0039,2,2025-03-24,441.80
TXN001357,CUST0333,PROD0039,4,2024-04-25,883.60
TXN001358,CUST0017,PROD0014,2,2024-04-20,55.92
TXN001359,CUST0357,PROD0024,4,2024-10-03,1085.96
TXN001360,CUST0233,PROD0001,3,2024-09-16,688.47
TXN001361,CUST0250,PROD0031,2,2024-04-27,423.66
TXN001362,CUST0331,PROD0042,4,2024-09-30,839.88
TXN001363,CUST0107,PROD0042,3,2024-12-09,629.91
TXN001364,CUST0432,PROD0014,3,2024-12-07,83.88
TXN001365,CUST0186,PROD0046,3,2025-01-13,548.22
TXN001366,CUST0018,PROD0014,4,2024-09-19,111.84
TXN001367,CUST0472,PROD0013,1,2025-01-16,126.50
TXN001368,CUST0281,PROD0001,2,2024-07-29,458.98
TXN001369,CUST0415,PROD0023,4,2025-04-03,969.28
TXN001370,CUST0236,PROD0031,3,2024-10-16,635.49
TXN001371,CUST0294,PROD0038,2,2024-06-21,486.50
TXN001372,CUST0234,PROD0049,3,2024-04-18,120.51
TXN001373,CUST0169,PROD0024,1,2024-06-05,271.49
TXN001374,CUST0442,PROD0016,4,2024-07-16,387.88
TXN001375,CUST0035,PROD0035,4,2024-08-24,1067.68
TXN001376,CUST0115,PROD0013,4,2025-02-03,506.00
TXN001377,CUST0068,PROD0021,2,2024-08-24,273.70
TXN001378,CUST0238,PROD0014,1,2024-12-16,27.96
TXN001379,CUST0449,PROD0035,4,2025-03-04,1067.68
TXN001380,CUST0014,PROD0035,2,2024-07-19,533.84
TXN001381,CUST0455,PROD0017,4,2024-10-23,543.96
TXN001382,CUST0213,PROD0026,2,2024-04-19,53.76
TXN001383,CUST0361,PROD0040,4,2024-05-12,454.40
TXN001384,CUST0016,PROD0035,2,2024-05-02,533.84
TXN001385,CUST0482,PROD0001,2,2024-09-09,458.98
TXN001386,CUST0495,PROD0043,4,2024-08-20,591.60
TXN001387,CUST0141,PROD0048,4,2025-04-03,880.84
TXN001388,CUST0151,PROD0015,1,2024-08-12,39.38
TXN001389,CUST0217,PROD0013,1,2025-03-27,126.50
TXN001390,CUST0473,PROD0006,2,2024-04-20,434.08
TXN001391,CUST0048,PROD0001,2,2024-04-19,458.98
TXN001392,CUST0433,PROD0027,2,2024-11-15,359.50
TXN001393,CUST0279,PROD0028,3,2024-12-09,314.28
TXN001394,CUST0347,PROD0004,3,2024-08-22,568.38
TXN001395,CUST0262,PROD0001,1,2025-03-22,229.49
TXN001396,CUST0216,PROD0014,2,2024-04-19,55.92
TXN001397,CUST0254,PROD0041,2,2024-05-31,284.30
TXN001398,CUST0181,PROD0018,4,2024-11-02,318.16
TXN001399,CUST0294,PROD0046,3,2024-08-05,548.22
TXN001400,CUST0172,PROD0028,1,2025-04-09,104.76
TXN001401,CUST0155,PROD0038,4,2024-07-13,973.00
TXN001402,CUST0201,PROD0011,2,2024-06-11,567.14
TXN001403,CUST0462,PROD0018,3,2024-07-06,238.62
TXN001404,CUST0321,PROD0029,2,2024-09-22,51.66
TXN001405,CUST0081,PROD0045,1,2024-06-24,44.53
TXN001406,CUST0366,PROD0019,3,2024-08-22,746.88
TXN001407,CUST0213,PROD0045,4,2024-04-16,178.12
TXN001408,CUST0102,PROD0045,2,2024-09-16,89.06
TXN001409,CUST0071,PROD0011,2,2024-08-21,567.14
TXN001410,CUST0426,PROD0027,1,2024-06-09,179.75
TXN001411,CUST0326,PROD0032,2,2024-09-16,436.32
TXN001412,CUST0155,PROD0028,1,2024-06-06,104.76
TXN001413,CUST0255,PROD0015,4,2024-06-16,157.52
TXN001414,CUST0494,PROD0025,4,2024-07-14,334.88
